Duty Period #,Flights
24407,"['CC1674', 'CC3778', 'CC2579', 'CC3597', 'CC3191']"
24408,"['CC1110', 'CC2302', 'CC1347', 'CC2875']"
24409,"['CC2175', 'CC1435', 'CC2806']"
24410,"['CC1152', 'CC2302', 'CC1031', 'CC2875']"
24411,"['CC1110', 'CC2277', 'CC1394', 'CC2146', 'CC1814']"
24412,"['CC2410', 'CC1394', 'CC2146']"
24413,"['CC3621', 'CC2032', 'CC1551', 'CC2146', 'CC1490']"
24414,"['CC3897', 'CC2361', 'CC1011', 'CC2697']"
24415,"['CC3621', 'CC2302', 'CC1582', 'CC2594']"
24416,"['CC1152', 'CC2277', 'CC1011', 'CC2246', 'CC1125']"
24417,"['CC1210', 'CC2398', 'CC1011', 'CC2246']"
24418,"['CC1674', 'CC3741', 'CC2002', 'CC1031', 'CC1975']"
24419,"['CC2361', 'CC1011', 'CC2066', 'CC1701']"
24420,"['CC1152', 'CC2654', 'CC3404', 'CC1814']"
24421,"['CC3621', 'CC2332', 'CC1601', 'CC3191']"
24422,"['CC2097', 'CC1284', 'CC2002', 'CC1301', 'CC2594']"
24423,"['CC1210', 'CC2124', 'CC1031', 'CC2627']"
24424,"['CC1210', 'CC1918', 'CC1435', 'CC2500', 'CC1347']"
24425,"['CC1152', 'CC2579', 'CC3473', 'CC1527']"
24426,"['CC1284', 'CC2302', 'CC1601', 'CC3191']"
24427,"['CC1152', 'CC2277', 'CC1011', 'CC2627']"
24428,"['CC4829', 'CC2654', 'CC3597', 'CC3056']"
24429,"['CC3677', 'CC2204', 'CC1490']"
24430,"['CC3741', 'CC2002', 'CC1490']"
24431,"['CC1638', 'CC2032', 'CC1551']"
24432,"['CC3621', 'CC1918', 'CC1198', 'CC2773', 'CC3540']"
24433,"['CC2097', 'CC1031', 'CC3056']"
24434,"['CC2097', 'CC1463', 'CC2697', 'CC3718']"
24435,"['CC2204', 'CC1814']"
24436,"['CC2097', 'CC1247', 'CC2066', 'CC1874']"
24437,"['CC2410', 'CC1284', 'CC2124', 'CC1031', 'CC2594']"
24438,"['CC2097', 'CC1463', 'CC2500', 'CC1347', 'CC2594']"
24439,"['CC3621', 'CC2654', 'CC3404', 'CC1701']"
24440,"['CC3621', 'CC1918', 'CC1247', 'CC2806', 'CC3540']"
24441,"['CC2277', 'CC1551', 'CC2204', 'CC1125']"
24442,"['CC4829', 'CC2724', 'CC3473', 'CC1874']"
24443,"['CC1638', 'CC2124', 'CC1125']"
24444,"['CC3897', 'CC2724', 'CC3434', 'CC1347', 'CC2594']"
24445,"['CC2410', 'CC1011', 'CC2246', 'CC1527']"
24446,"['CC2097', 'CC1373', 'CC2124', 'CC1527']"
24447,"['CC2097', 'CC1247', 'CC2697', 'CC3540']"
24448,"['CC3897', 'CC1940', 'CC1031', 'CC3056']"
24449,"['CC1551', 'CC2246', 'CC1347']"
24450,"['CC3741', 'CC2002', 'CC1301', 'CC2204', 'CC1490']"
24451,"['CC3621', 'CC2277', 'CC1198', 'CC2204']"
24452,"['CC2410', 'CC1373', 'CC2204', 'CC1874']"
24453,"['CC3677', 'CC1940', 'CC1394', 'CC2627']"
24454,"['CC4920', 'CC2579', 'CC3404', 'CC1347', 'CC2875']"
24455,"['CC3677', 'CC2654', 'CC3473', 'CC1762']"
24456,"['CC1210', 'CC1940', 'CC1394', 'CC2146', 'CC1125']"
24457,"['CC2097', 'CC1284', 'CC2579', 'CC3540']"
24458,"['CC1210', 'CC2361', 'CC1551', 'CC2697', 'CC3597']"
24459,"['CC1069', 'CC2332', 'CC1601', 'CC2146', 'CC1125']"
24460,"['CC3621', 'CC2486', 'CC1601', 'CC2594']"
24461,"['CC3897', 'CC1918', 'CC1463', 'CC2302', 'CC1601']"
24462,"['CC2361', 'CC1011']"
24463,"['CC3741', 'CC2124', 'CC1394', 'CC2953']"
24464,"['CC3741', 'CC2302', 'CC1601', 'CC2627']"
24465,"['CC2538', 'CC1247', 'CC2146']"
24466,"['CC4078', 'CC4404', 'CC4047', 'CC4314']"
24467,"['CC2745', 'CC3778', 'CC2579', 'CC3473', 'CC1527']"
24468,"['CC1110', 'CC2124', 'CC1301', 'CC2204', 'CC1490']"
24469,"['CC3621', 'CC2500', 'CC1347', 'CC2875']"
24470,"['CC3897', 'CC2579', 'CC3473', 'CC1762', 'CC3718']"
24471,"['CC5181', 'CC2146', 'CC1490']"
24472,"['CC3778', 'CC3056']"
24473,"['CC3621', 'CC2302', 'CC1031', 'CC2146', 'CC1814']"
24474,"['CC2410', 'CC1373', 'CC2594']"
24475,"['CC2097', 'CC1373', 'CC2124', 'CC1031', 'CC1975']"
24476,"['CC3677', 'CC2277', 'CC1247', 'CC2443', 'CC1701']"
24477,"['CC3897', 'CC2361', 'CC1394', 'CC2594']"
24478,"['CC1674', 'CC3473', 'CC1527']"
24479,"['CC3897', 'CC2398', 'CC1247', 'CC2204']"
24480,"['CC3897', 'CC1918', 'CC1463', 'CC2500', 'CC1762']"
24481,"['CC2745', 'CC3778', 'CC2724', 'CC3473', 'CC1347']"
24482,"['CC2097', 'CC1435', 'CC2773', 'CC3568']"
24483,"['CC4829', 'CC2002', 'CC1762', 'CC3718']"
24484,"['CC3621', 'CC3343', 'CC5181', 'CC2443', 'CC1347']"
24485,"['CC1918', 'CC1198', 'CC2204', 'CC1490']"
24486,"['CC2410', 'CC1373', 'CC2579', 'CC3434', 'CC1701']"
24487,"['CC2538', 'CC1198', 'CC2204', 'CC1527']"
24488,"['CC1638', 'CC2277', 'CC1198', 'CC3056']"
24489,"['CC1110', 'CC2398', 'CC1582', 'CC3191']"
24490,"['CC1110', 'CC2002', 'CC1814']"
24491,"['CC1733', 'CC3404', 'CC1347', 'CC2594']"
24492,"['CC4920', 'CC1940', 'CC1394', 'CC2627']"
24493,"['CC1110', 'CC2579', 'CC3473', 'CC1701']"
24494,"['CC2097', 'CC1435', 'CC2246', 'CC1527']"
24495,"['CC3621', 'CC2032', 'CC1011', 'CC3149', 'CC4679']"
24496,"['CC1674', 'CC3509', 'CC1031', 'CC2146', 'CC1814']"
24497,"['CC1110', 'CC2277', 'CC1551', 'CC2146', 'CC1527']"
24498,"['CC1918', 'CC1247', 'CC2146', 'CC1814']"
24499,"['CC1110', 'CC2500', 'CC1762', 'CC3540']"
24500,"['CC2097', 'CC1463', 'CC2302', 'CC1762']"
24501,"['CC1210', 'CC2361', 'CC1551', 'CC2146', 'CC1490']"
24502,"['CC1638', 'CC2277', 'CC1301', 'CC3056']"
24503,"['CC3621', 'CC2032', 'CC1551', 'CC2146', 'CC1125']"
24504,"['CC3840', 'CC2332', 'CC1301', 'CC2204', 'CC1814']"
24505,"['CC1152', 'CC2398', 'CC1551', 'CC2953']"
24506,"['CC1463', 'CC2302', 'CC1762', 'CC3540']"
24507,"['CC3621', 'CC2124', 'CC1394', 'CC2146']"
24508,"['CC5181', 'CC2953']"
24509,"['CC2410', 'CC1301', 'CC2146', 'CC1527']"
24510,"['CC1210', 'CC1918', 'CC1198', 'CC2066', 'CC1490']"
24511,"['CC1210', 'CC2175', 'CC1435', 'CC2146', 'CC1490']"
24512,"['CC1152', 'CC2538', 'CC1198', 'CC2697', 'CC3644']"
24513,"['CC1152', 'CC2398', 'CC1551', 'CC2146', 'CC1814']"
24514,"['CC1674', 'CC3741', 'CC2654', 'CC3644', 'CC2594']"
24515,"['CC3897', 'CC2032', 'CC1551', 'CC2066', 'CC1814']"
24516,"['CC2410', 'CC1284', 'CC2302', 'CC1601', 'CC2875']"
24517,"['CC2097', 'CC1435', 'CC2697', 'CC3597', 'CC3056']"
24518,"['CC1210', 'CC2175', 'CC1435', 'CC2773', 'CC3718']"
24519,"['CC3897', 'CC2538', 'CC1762']"
24520,"['CC3677', 'CC2697']"
24521,"['CC1152', 'CC2398', 'CC1011', 'CC3149']"
24522,"['CC1674', 'CC3741', 'CC2124', 'CC1601', 'CC2627']"
24523,"['CC2032', 'CC1247', 'CC2697', 'CC3644']"
24524,"['CC2032', 'CC1198', 'CC2204', 'CC1490']"
24525,"['CC1110', 'CC2032', 'CC1301', 'CC2953']"
24526,"['CC3897', 'CC2398', 'CC1247', 'CC2953']"
24527,"['CC1210', 'CC2246', 'CC1347']"
24528,"['CC1110', 'CC2032', 'CC1031', 'CC2594']"
24529,"['CC4920', 'CC1940', 'CC1874']"
24530,"['CC2745', 'CC3778', 'CC2124', 'CC1874']"
24531,"['CC3677', 'CC2032', 'CC1247', 'CC2246']"
24532,"['CC1373', 'CC2002', 'CC1394', 'CC2953']"
24533,"['CC1110', 'CC2398', 'CC1198', 'CC2246', 'CC1347']"
24534,"['CC3621', 'CC3293', 'CC5070']"
24535,"['CC1152', 'CC2277', 'CC1198', 'CC2806', 'CC3568']"
24536,"['CC2175', 'CC1373', 'CC2302', 'CC1601']"
24537,"['CC2097', 'CC1463', 'CC2302', 'CC1601', 'CC2875']"
24538,"['CC2097', 'CC1284', 'CC2002', 'CC1814']"
24539,"['CC3677', 'CC2032', 'CC1582']"
24540,"['CC3677', 'CC1940', 'CC1301', 'CC2204', 'CC1874']"
24541,"['CC3897', 'CC2361', 'CC1551', 'CC2066', 'CC1874']"
24542,"['CC3897', 'CC2032', 'CC1551', 'CC2594']"
24543,"['CC3897', 'CC1940', 'CC1394', 'CC2146', 'CC1490']"
24544,"['CC1638', 'CC2124', 'CC1847']"
24545,"['CC3897', 'CC2398', 'CC1301', 'CC2146', 'CC1527']"
24546,"['CC3778', 'CC2002', 'CC1301', 'CC2953']"
24547,"['CC4920', 'CC1940', 'CC1601', 'CC2146', 'CC1814']"
24548,"['CC1674', 'CC3778', 'CC2654', 'CC3473', 'CC1347']"
24549,"['CC1152', 'CC1940', 'CC1031', 'CC2146', 'CC1527']"
24550,"['CC3897', 'CC2002', 'CC1762']"
24551,"['CC3621', 'CC2724', 'CC3404']"
24552,"['CC2097', 'CC1198', 'CC2697', 'CC3568']"
24553,"['CC1210', 'CC2002', 'CC1394', 'CC3056']"
24554,"['CC1152', 'CC2124', 'CC1394', 'CC2204', 'CC1874']"
24555,"['CC1284', 'CC2443', 'CC1701']"
24556,"['CC3778', 'CC2302', 'CC1031', 'CC2146']"
24557,"['CC2002', 'CC1601', 'CC2146', 'CC1814']"
24558,"['CC4694', 'CC1011', 'CC2697', 'CC3540']"
24559,"['CC2097', 'CC1733', 'CC3509', 'CC1601', 'CC2627']"
24560,"['CC1210', 'CC2277', 'CC1551', 'CC2204', 'CC1125']"
24561,"['CC2175', 'CC1373', 'CC2654', 'CC3473', 'CC1347']"
24562,"['CC3621', 'CC2398', 'CC1198', 'CC2806', 'CC3718']"
24563,"['CC2410', 'CC1373', 'CC2124', 'CC1031', 'CC2627']"
24564,"['CC2745', 'CC3741', 'CC2302', 'CC1601', 'CC1975']"
24565,"['CC1069', 'CC2579', 'CC3434', 'CC1490']"
24566,"['CC3621', 'CC2361', 'CC1301', 'CC3056']"
24567,"['CC1110', 'CC2538', 'CC1601', 'CC2146']"
24568,"['CC2361', 'CC1198', 'CC2066', 'CC1347', 'CC2875']"
24569,"['CC1638', 'CC2806', 'CC3540']"
24570,"['CC2097', 'CC1373', 'CC2579', 'CC3644']"
24571,"['CC1638', 'CC2302', 'CC1031']"
24572,"['CC3677', 'CC2277', 'CC1247', 'CC2697', 'CC3540']"
24573,"['CC1152', 'CC2032', 'CC1394', 'CC2204', 'CC1125']"
24574,"['CC1638', 'CC2849', 'CC3960', 'CC4519']"
24575,"['CC1152', 'CC2538', 'CC1247', 'CC2146', 'CC1490']"
24576,"['CC1110', 'CC2002', 'CC1031', 'CC2627']"
24577,"['CC3621', 'CC2538', 'CC1198', 'CC2697', 'CC3568']"
24578,"['CC2410', 'CC1284', 'CC2302', 'CC1601', 'CC3056']"
24579,"['CC1152', 'CC2332', 'CC1601', 'CC3056']"
24580,"['CC1210', 'CC2175', 'CC1247', 'CC3191']"
24581,"['CC1210', 'CC2332', 'CC1301', 'CC2204', 'CC1125']"
24582,"['CC1069', 'CC1940', 'CC1031', 'CC3056']"
24583,"['CC1152', 'CC2124', 'CC1601', 'CC2146', 'CC1814']"
24584,"['CC2097', 'CC1011', 'CC2443', 'CC1527']"
24585,"['CC2538', 'CC1582', 'CC3056']"
24586,"['CC1210', 'CC2032', 'CC1198', 'CC2204', 'CC1527']"
24587,"['CC1210', 'CC1918', 'CC1463', 'CC1975']"
24588,"['CC3897', 'CC2277', 'CC1011', 'CC2146']"
24589,"['CC1638', 'CC2124', 'CC1394', 'CC3056']"
24590,"['CC1210', 'CC2398', 'CC1031', 'CC2146', 'CC1490']"
24591,"['CC3621', 'CC2361', 'CC1198', 'CC2806', 'CC3568']"
24592,"['CC2097', 'CC1284', 'CC2002', 'CC1701']"
24593,"['CC1210', 'CC2175', 'CC1198', 'CC2204', 'CC1814']"
24594,"['CC2097', 'CC1069', 'CC2002', 'CC1814']"
24595,"['CC1551', 'CC2773', 'CC3540']"
24596,"['CC4920', 'CC1940', 'CC1582', 'CC2594']"
24597,"['CC3677', 'CC2032', 'CC1247', 'CC2697']"
24598,"['CC2097', 'CC1284', 'CC2486', 'CC1601', 'CC2953']"
24599,"['CC2097', 'CC1069', 'CC2246', 'CC1347', 'CC2875']"
24600,"['CC2410', 'CC1284', 'CC2124', 'CC1301', 'CC3191']"
24601,"['CC1638', 'CC2486', 'CC1301', 'CC2627']"
24602,"['CC3621', 'CC2032', 'CC1551', 'CC2697', 'CC3597']"
24603,"['CC1110', 'CC2032', 'CC1582', 'CC3191']"
24604,"['CC1674', 'CC3778', 'CC2002', 'CC1701']"
24605,"['CC1210', 'CC2175', 'CC1373', 'CC2124', 'CC1347']"
24606,"['CC2410', 'CC1247', 'CC2443']"
24607,"['CC1638', 'CC2486', 'CC1347']"
24608,"['CC2361', 'CC1247', 'CC2066', 'CC1527']"
24609,"['CC2398', 'CC1762']"
24610,"['CC2361', 'CC1247', 'CC3149', 'CC4679']"
24611,"['CC4829', 'CC1940', 'CC1601', 'CC2594']"
24612,"['CC3677', 'CC2277', 'CC1198', 'CC3149']"
24613,"['CC2538', 'CC1551', 'CC2697', 'CC3718']"
24614,"['CC1284', 'CC2697', 'CC3597', 'CC2875']"
24615,"['CC1638', 'CC2277', 'CC1247', 'CC2146']"
24616,"['CC3621', 'CC2277', 'CC1394', 'CC2204', 'CC1527']"
24617,"['CC1011', 'CC2773', 'CC3718']"
24618,"['CC3778', 'CC2724', 'CC3473', 'CC1762', 'CC3718']"
24619,"['CC2745', 'CC3741', 'CC2500', 'CC1701']"
24620,"['CC1210', 'CC2398', 'CC1601', 'CC2146', 'CC1814']"
24621,"['CC1435', 'CC2697', 'CC3718']"
24622,"['CC2097', 'CC1373', 'CC2124', 'CC1031', 'CC2146']"
24623,"['CC1674', 'CC3741', 'CC2302', 'CC1347']"
24624,"['CC1110', 'CC2032', 'CC1198', 'CC3056']"
24625,"['CC1110', 'CC2277', 'CC1394', 'CC2204', 'CC1527']"
24626,"['CC3897', 'CC2538', 'CC1011', 'CC2146', 'CC1814']"
24627,"['CC3677', 'CC2277', 'CC1247', 'CC2146']"
24628,"['CC3621', 'CC1918', 'CC1031', 'CC2627']"
24629,"['CC1110', 'CC2538', 'CC1198', 'CC2697', 'CC3644']"
24630,"['CC3677', 'CC2032', 'CC1247']"
24631,"['CC3621', 'CC1918', 'CC1301', 'CC2146', 'CC1125']"
24632,"['CC3897', 'CC2398', 'CC1247', 'CC2246', 'CC1701']"
24633,"['CC1210', 'CC2538', 'CC1551', 'CC2204', 'CC1874']"
24634,"['CC3621', 'CC2032', 'CC1011', 'CC2806', 'CC3568']"
24635,"['CC3840', 'CC2002', 'CC1601', 'CC2146', 'CC1814']"
24636,"['CC3621', 'CC2398', 'CC1011', 'CC2443']"
24637,"['CC2124', 'CC1301', 'CC2146', 'CC1814']"
24638,"['CC1210', 'CC1918', 'CC1551', 'CC3149']"
24639,"['CC1110', 'CC2124', 'CC1874']"
24640,"['CC1152', 'CC2032', 'CC1198', 'CC2146', 'CC1527']"
24641,"['CC4920', 'CC2486', 'CC1031', 'CC2953']"
24642,"['CC2175', 'CC1463', 'CC2302', 'CC1582']"
24643,"['CC3621', 'CC2398', 'CC1247', 'CC2246', 'CC1125']"
24644,"['CC3621', 'CC1918', 'CC1551', 'CC2066']"
24645,"['CC2175', 'CC1247', 'CC2066', 'CC1874']"
24646,"['CC1152', 'CC2277', 'CC1247', 'CC2146', 'CC1527']"
24647,"['CC3741', 'CC2579', 'CC3718']"
24648,"['CC3897', 'CC1918', 'CC1198', 'CC2146', 'CC1490']"
24649,"['CC1110', 'CC2361', 'CC1551', 'CC2443']"
24650,"['CC3897', 'CC1918', 'CC1435', 'CC2500', 'CC1874']"
24651,"['CC3621', 'CC2486', 'CC1394', 'CC2146', 'CC1814']"
24652,"['CC3621', 'CC1940', 'CC1301', 'CC2875']"
24653,"['CC2486', 'CC1490']"
24654,"['CC1152', 'CC2538', 'CC1011', 'CC2066', 'CC1490']"
24655,"['CC2410', 'CC1463', 'CC2246']"
24656,"['CC1210', 'CC2277', 'CC1551', 'CC2066', 'CC1125']"
24657,"['CC1463', 'CC2302', 'CC1582', 'CC3056']"
24658,"['CC1152', 'CC1940', 'CC1582', 'CC2875']"
24659,"['CC2097', 'CC1733', 'CC3509', 'CC1601']"
24660,"['CC1638', 'CC2032', 'CC1762', 'CC3540']"
24661,"['CC1638', 'CC2032', 'CC1301', 'CC2806', 'CC3718']"
24662,"['CC1918', 'CC1463', 'CC2500', 'CC1582', 'CC2875']"
24663,"['CC3840', 'CC2332', 'CC1301', 'CC2204', 'CC1527']"
24664,"['CC1373', 'CC2124', 'CC1301', 'CC2146', 'CC1125']"
24665,"['CC2097', 'CC1011', 'CC3191']"
24666,"['CC1152', 'CC2579', 'CC3597', 'CC3056']"
24667,"['CC2175', 'CC1247', 'CC2773', 'CC3718']"
24668,"['CC2745', 'CC3473', 'CC1701']"
24669,"['CC1110', 'CC2124', 'CC1301', 'CC2204', 'CC1527']"
24670,"['CC1638', 'CC2724', 'CC3434', 'CC1874']"
24671,"['CC2175', 'CC1011', 'CC2697', 'CC3597', 'CC3191']"
24672,"['CC1284', 'CC2002', 'CC1301', 'CC2875']"
24673,"['CC2410', 'CC1435', 'CC2302']"
24674,"['CC1069', 'CC2486', 'CC1301', 'CC2204', 'CC1874']"
24675,"['CC1152', 'CC2398', 'CC1551', 'CC2806', 'CC3540']"
24676,"['CC1152', 'CC2361', 'CC1551', 'CC2697', 'CC3644']"
24677,"['CC2097', 'CC1069', 'CC2724', 'CC3597']"
24678,"['CC2097', 'CC1284', 'CC2124', 'CC1301', 'CC3056']"
24679,"['CC1674', 'CC3741', 'CC2724', 'CC3404']"
24680,"['CC1110', 'CC2032', 'CC1847']"
24681,"['CC3677', 'CC2277', 'CC1247', 'CC2773', 'CC3718']"
24682,"['CC2097', 'CC1284', 'CC2500', 'CC1762']"
24683,"['CC2097', 'CC1198', 'CC2697', 'CC3597', 'CC2594']"
24684,"['CC2302', 'CC1601', 'CC2875']"
24685,"['CC1463', 'CC2697', 'CC3597', 'CC2594']"
24686,"['CC3621', 'CC2361', 'CC1198', 'CC2806']"
24687,"['CC4439', 'CC4200', 'CC4949']"
24688,"['CC3621', 'CC1918', 'CC1198', 'CC2443', 'CC1527']"
24689,"['CC3621', 'CC2925', 'CC3960', 'CC4519']"
24690,"['CC1210', 'CC2175', 'CC1011', 'CC2066', 'CC1125']"
24691,"['CC3621', 'CC2486', 'CC1301', 'CC2204', 'CC1527']"
24692,"['CC1210', 'CC2032', 'CC1247', 'CC2204', 'CC1527']"
24693,"['CC3897', 'CC2579', 'CC3473', 'CC1490']"
24694,"['CC3897', 'CC2032', 'CC1247', 'CC2204']"
24695,"['CC1284', 'CC2654', 'CC3473', 'CC1814']"
24696,"['CC1918', 'CC1011', 'CC2697', 'CC3540']"
24697,"['CC3897', 'CC2032', 'CC1301', 'CC2806', 'CC3540']"
24698,"['CC1110', 'CC2398', 'CC1011', 'CC2246', 'CC1490']"
24699,"['CC1210', 'CC2398', 'CC1799', 'CC4731', 'CC1527']"
24700,"['CC4829', 'CC2124', 'CC1394', 'CC2146', 'CC1814']"
24701,"['CC1918', 'CC1551', 'CC2697', 'CC3644']"
24702,"['CC1110', 'CC2724', 'CC3473', 'CC1762']"
24703,"['CC4078', 'CC4404', 'CC3977', 'CC4344', 'CC3191']"
24704,"['CC2745', 'CC3778', 'CC2246', 'CC1347', 'CC2875']"
24705,"['CC3897', 'CC1918', 'CC1551', 'CC2443', 'CC1490']"
24706,"['CC1152', 'CC2538', 'CC1198', 'CC3149', 'CC4679']"
24707,"['CC1284', 'CC2773', 'CC3718']"
24708,"['CC2538', 'CC1198', 'CC2443', 'CC1701']"
24709,"['CC2175', 'CC1463', 'CC2066', 'CC1125']"
24710,"['CC1210', 'CC2361', 'CC1247', 'CC2246', 'CC1125']"
24711,"['CC2410', 'CC1373', 'CC2579', 'CC3597']"
24712,"['CC1210', 'CC2361', 'CC1394', 'CC2204', 'CC1125']"
24713,"['CC1918', 'CC1463', 'CC2302', 'CC1582', 'CC2594']"
24714,"['CC3897', 'CC2486', 'CC1394', 'CC1975']"
24715,"['CC1110', 'CC2398', 'CC1198', 'CC2697', 'CC3718']"
24716,"['CC1210', 'CC1918', 'CC1463', 'CC3087', 'CC4571']"
24717,"['CC1210', 'CC2175', 'CC1551', 'CC2875']"
24718,"['CC2410', 'CC1463', 'CC2500', 'CC1762', 'CC3540']"
24719,"['CC1110', 'CC2538', 'CC1031', 'CC1975']"
24720,"['CC2361', 'CC1582', 'CC2627']"
24721,"['CC3840', 'CC3313']"
24722,"['CC3897', 'CC2277', 'CC1247', 'CC2204']"
24723,"['CC3677', 'CC2032', 'CC1198', 'CC2066', 'CC1490']"
24724,"['CC3621', 'CC2398', 'CC1011', 'CC2697', 'CC3568']"
24725,"['CC4920', 'CC2654', 'CC3540']"
24726,"['CC1463', 'CC2806', 'CC3718']"
24727,"['CC1463', 'CC2302', 'CC1031', 'CC3056']"
24728,"['CC2410', 'CC1247', 'CC3191']"
24729,"['CC1152', 'CC2361', 'CC1198', 'CC2443']"
24730,"['CC4829', 'CC2486', 'CC1031', 'CC1975']"
24731,"['CC3509', 'CC1301', 'CC2806', 'CC3568']"
24732,"['CC1152', 'CC2032', 'CC1551', 'CC2697', 'CC3597']"
24733,"['CC1284', 'CC2146']"
24734,"['CC2175', 'CC1011', 'CC2806', 'CC3718']"
24735,"['CC1152', 'CC2500', 'CC1847']"
24736,"['CC4829', 'CC2579', 'CC3473', 'CC1701']"
24737,"['CC1210', 'CC2925', 'CC3852']"
24738,"['CC1733', 'CC3597', 'CC3056']"
24739,"['CC2410', 'CC1373', 'CC2579', 'CC3597', 'CC3191']"
24740,"['CC3897', 'CC2124', 'CC1582', 'CC2875']"
24741,"['CC2097', 'CC1284', 'CC2579', 'CC3644', 'CC2875']"
24742,"['CC4200', 'CC4949', 'CC1975']"
24743,"['CC1210', 'CC2175', 'CC1601', 'CC2627']"
24744,"['CC3621', 'CC2277', 'CC1198', 'CC2773', 'CC3568']"
24745,"['CC3621', 'CC2002', 'CC1301', 'CC2204', 'CC1490']"
24746,"['CC1918', 'CC1301', 'CC2953']"
24747,"['CC1918', 'CC1198', 'CC2697', 'CC3644', 'CC2875']"
24748,"['CC3897', 'CC2654', 'CC3434', 'CC1874']"
24749,"['CC3897', 'CC2277', 'CC1247', 'CC2806']"
24750,"['CC3621', 'CC1918', 'CC1762', 'CC3540']"
24751,"['CC1210', 'CC2361', 'CC1011', 'CC2594']"
24752,"['CC1210', 'CC2538', 'CC1011', 'CC2443', 'CC1527']"
24753,"['CC2175', 'CC1373', 'CC2204', 'CC1125']"
24754,"['CC3677', 'CC2032', 'CC1198', 'CC2697', 'CC3568']"
24755,"['CC2097', 'CC1069', 'CC2654', 'CC3404', 'CC1490']"
24756,"['CC2097', 'CC1284', 'CC2806']"
24757,"['CC3840', 'CC2124', 'CC1031', 'CC2953']"
24758,"['CC3621', 'CC2486', 'CC1394']"
24759,"['CC1638', 'CC2032', 'CC1762', 'CC3718']"
24760,"['CC2097', 'CC1551', 'CC2875']"
24761,"['CC3897', 'CC2124', 'CC1301', 'CC2204', 'CC1874']"
24762,"['CC1152', 'CC2925', 'CC3852']"
24763,"['CC1210', 'CC2724', 'CC3473', 'CC1814']"
24764,"['CC3621', 'CC2361', 'CC1551', 'CC2443', 'CC1874']"
24765,"['CC3897', 'CC2398', 'CC1011', 'CC3149', 'CC4679']"
24766,"['CC1110', 'CC2398', 'CC1301', 'CC2806', 'CC3568']"
24767,"['CC3621', 'CC2697', 'CC3597', 'CC2875']"
24768,"['CC3840', 'CC2724', 'CC3434', 'CC1347', 'CC2875']"
24769,"['CC3897', 'CC2277', 'CC1011']"
24770,"['CC3677', 'CC2925', 'CC3852']"
24771,"['CC2745', 'CC3741', 'CC2654', 'CC3568']"
24772,"['CC3897', 'CC2486', 'CC1701']"
24773,"['CC1110', 'CC2032', 'CC1198', 'CC2204', 'CC1874']"
24774,"['CC3840', 'CC1940', 'CC1031', 'CC3191']"
24775,"['CC1373', 'CC2002', 'CC1394', 'CC3191']"
24776,"['CC2175', 'CC1373', 'CC2654', 'CC3434', 'CC1527']"
24777,"['CC1110', 'CC2277', 'CC1551', 'CC2204', 'CC1874']"
24778,"['CC2745', 'CC3778', 'CC2204', 'CC1490']"
24779,"['CC3897', 'CC2124', 'CC1031']"
24780,"['CC2302', 'CC1601', 'CC2146', 'CC1490']"
24781,"['CC1152', 'CC2277', 'CC1551', 'CC2146', 'CC1527']"
24782,"['CC1210', 'CC2398', 'CC1601', 'CC2146', 'CC1527']"
24783,"['CC3897', 'CC2361', 'CC1799', 'CC4731', 'CC1527']"
24784,"['CC4829', 'CC2066', 'CC1490']"
24785,"['CC4694', 'CC1551', 'CC2443', 'CC1874']"
24786,"['CC1110', 'CC2361', 'CC1582', 'CC2627']"
24787,"['CC1733', 'CC3473', 'CC1490']"
24788,"['CC3621', 'CC2361', 'CC1601', 'CC2146', 'CC1490']"
24789,"['CC3621', 'CC2361', 'CC1031', 'CC3056']"
24790,"['CC2410', 'CC1284', 'CC2302', 'CC1031', 'CC3191']"
24791,"['CC1110', 'CC2538', 'CC1011', 'CC2875']"
24792,"['CC2097', 'CC1373', 'CC2654', 'CC3404', 'CC1490']"
24793,"['CC2175', 'CC1463', 'CC2246', 'CC1347', 'CC2875']"
24794,"['CC1011', 'CC2697', 'CC3597', 'CC3191']"
24795,"['CC1284', 'CC2124', 'CC1301', 'CC2953']"
24796,"['CC3621', 'CC2032', 'CC1551', 'CC2066', 'CC1125']"
24797,"['CC1069', 'CC2332', 'CC1031', 'CC2146', 'CC1527']"
24798,"['CC1210', 'CC2124', 'CC1601', 'CC2146', 'CC1527']"
24799,"['CC1674', 'CC3644', 'CC2875']"
24800,"['CC1152', 'CC2724', 'CC3434', 'CC1527']"
24801,"['CC2175', 'CC1551', 'CC2246', 'CC1527']"
24802,"['CC2032', 'CC1031', 'CC1975']"
24803,"['CC3677', 'CC2277', 'CC1394', 'CC2146', 'CC1490']"
24804,"['CC1210', 'CC2175', 'CC1551', 'CC2246', 'CC1527']"
24805,"['CC1110', 'CC2032', 'CC1198', 'CC3149', 'CC4679']"
24806,"['CC1284', 'CC2654']"
24807,"['CC4457', 'CC3960', 'CC4314']"
24808,"['CC1152', 'CC2032', 'CC1551', 'CC2953']"
24809,"['CC1110', 'CC2849', 'CC4163']"
24810,"['CC1284', 'CC2302', 'CC1762', 'CC3540']"
24811,"['CC4829', 'CC2724', 'CC3644', 'CC2594']"
24812,"['CC3621', 'CC2538', 'CC1551', 'CC2146', 'CC1527']"
24813,"['CC1210', 'CC2175', 'CC1373', 'CC2773', 'CC3718']"
