Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
34878,"['CC2175', 'CC1463', 'CC2302', 'CC1582', 'CC3191']",LFPG,ESSA,08:25:00,23:20:00,0 days 10:30:00,540.0,3122.5
34879,"['CC2097', 'CC1247', 'CC2697', 'CC3597', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 08:35:00,705.0,2848.583333333333
34880,"['CC3621', 'CC2361', 'CC1011', 'CC2697', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 08:45:00,1215.0,3396.75
34881,"['CC1110', 'CC2398', 'CC1198', 'CC2773']",EGLL,EHAM,06:50:00,18:15:00,0 days 06:55:00,705.0,2466.916666666667
34882,"['CC1110', 'CC2002', 'CC1301', 'CC2204']",EGLL,EGLL,06:50:00,19:20:00,0 days 07:00:00,0.0,1781.0
34883,"['CC3677', 'CC2277', 'CC1551', 'CC2204', 'CC1490']",EHAM,LFPG,07:40:00,22:20:00,0 days 09:05:00,1215.0,3473.083333333333
34884,"['CC1918', 'CC1435', 'CC2500', 'CC1582', 'CC3191']",LFPG,ESSA,08:50:00,23:20:00,0 days 10:40:00,540.0,3160.6666666666665
34885,"['CC3897', 'CC1918', 'CC1551', 'CC2443', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:30:00,555.0,2908.5
34886,"['CC1210', 'CC2361', 'CC1247', 'CC2146', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:40:00,1215.0,3377.666666666667
34887,"['CC1110', 'CC2277', 'CC1301', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
34888,"['CC3677', 'CC2579', 'CC3404', 'CC1701']",EHAM,EHAM,07:40:00,21:35:00,0 days 07:40:00,0.0,1933.6666666666667
34889,"['CC2175', 'CC1373', 'CC2002', 'CC1301', 'CC3056']",LFPG,EDDM,08:25:00,22:55:00,0 days 09:15:00,660.0,2956.25
34890,"['CC1210', 'CC2175', 'CC1463', 'CC2066', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
34891,"['CC3897', 'CC2361', 'CC1011', 'CC2443', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 09:00:00,1215.0,3454.0
34892,"['CC1638', 'CC1940', 'CC1301', 'CC2146', 'CC1125']",EGLL,LFPG,07:20:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
34893,"['CC3621', 'CC2398', 'CC1551', 'CC2066', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 09:15:00,555.0,2851.25
34894,"['CC3840', 'CC2002', 'CC1490']",EDDF,LFPG,08:45:00,22:20:00,0 days 05:30:00,1215.0,2652.5
34895,"['CC2538', 'CC1301']",LFPG,LFPG,09:30:00,16:30:00,0 days 03:50:00,0.0,1055.8333333333335
34896,"['CC2410', 'CC1463', 'CC2443', 'CC1874']",LFPG,EIDW,07:25:00,22:15:00,0 days 07:40:00,555.0,2488.666666666667
34897,"['CC1638', 'CC2277', 'CC1601', 'CC2146']",EGLL,EGLL,07:20:00,19:50:00,0 days 07:30:00,0.0,1895.5
34898,"['CC1152', 'CC2925', 'CC4047', 'CC4314']",EGLL,LFPG,06:50:00,22:10:00,0 days 07:30:00,1215.0,3110.5
34899,"['CC3677', 'CC2277', 'CC1601', 'CC2953']",EHAM,LEMD,07:40:00,21:50:00,0 days 08:30:00,555.0,2679.5
34900,"['CC1435', 'CC3087', 'CC4314']",EGLL,LFPG,10:55:00,22:10:00,0 days 06:30:00,1215.0,2881.5
34901,"['CC3897', 'CC1918', 'CC1011', 'CC2697', 'CC3644']",EDDF,LFPG,06:05:00,19:45:00,0 days 08:50:00,1215.0,3415.833333333333
34902,"['CC1638', 'CC2277', 'CC1247', 'CC2443', 'CC1347']",EGLL,LFPG,07:20:00,20:20:00,0 days 09:10:00,1215.0,3492.166666666667
34903,"['CC4694', 'CC1551', 'CC2066', 'CC1874']",EIDW,EIDW,09:40:00,22:15:00,0 days 07:50:00,0.0,1971.8333333333333
34904,"['CC1638', 'CC2332', 'CC1582', 'CC2627']",EGLL,EHAM,07:20:00,21:20:00,0 days 07:25:00,705.0,2581.416666666667
34905,"['CC4829', 'CC3018', 'CC4606']",EIDW,EDDT,07:45:00,20:25:00,0 days 06:50:00,555.0,2297.833333333333
34906,"['CC3840', 'CC2849', 'CC4163']",EDDF,EDDT,08:45:00,23:10:00,0 days 06:05:00,555.0,2126.083333333333
34907,"['CC3897', 'CC2538', 'CC1247', 'CC2246']",EDDF,EGLL,06:05:00,17:40:00,0 days 07:30:00,785.0,2680.5
34908,"['CC2097', 'CC1284', 'CC2443', 'CC1347']",LFPG,LFPG,06:30:00,20:20:00,0 days 07:00:00,0.0,1781.0
34909,"['CC2097', 'CC1011', 'CC2697', 'CC3644', 'CC3056']",LFPG,EDDM,06:30:00,22:55:00,0 days 09:05:00,660.0,2918.083333333333
34910,"['CC1733', 'CC3509', 'CC1031']",EGLL,LFPG,08:55:00,17:45:00,0 days 05:50:00,1215.0,2728.833333333333
34911,"['CC1210', 'CC2175', 'CC1435', 'CC2500', 'CC1582']",EGLL,LFPG,06:05:00,18:55:00,0 days 09:00:00,1215.0,3454.0
34912,"['CC3621', 'CC2894', 'CC3960']",EHAM,EDDM,06:20:00,19:00:00,0 days 05:20:00,660.0,2059.333333333333
34913,"['CC2032', 'CC1394', 'CC2146', 'CC1814']",LFPG,EIDW,10:40:00,22:45:00,0 days 07:20:00,555.0,2412.333333333333
34914,"['CC1210', 'CC2002', 'CC1031', 'CC2146']",EGLL,EGLL,06:05:00,19:50:00,0 days 06:40:00,0.0,1704.6666666666667
34915,"['CC3897', 'CC2538', 'CC1551', 'CC2246', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:50:00,555.0,2984.8333333333335
34916,"['CC2894', 'CC3852']",LFPG,LFPG,09:55:00,22:05:00,0 days 04:00:00,0.0,1094.0
34917,"['CC2410', 'CC1284', 'CC2500', 'CC1582', 'CC2594']",LFPG,EHAM,07:25:00,22:35:00,0 days 09:05:00,705.0,2963.083333333333
34918,"['CC3897', 'CC2302', 'CC1031', 'CC1975']",EDDF,EGLL,06:05:00,20:35:00,0 days 07:10:00,785.0,2604.166666666667
34919,"['CC2097', 'CC1069', 'CC2332', 'CC1347', 'CC2875']",LFPG,EDDF,06:30:00,23:05:00,0 days 09:00:00,650.0,2889.0
34920,"['CC3621', 'CC2332', 'CC1301', 'CC2204', 'CC1527']",EHAM,LFPG,06:20:00,22:30:00,0 days 09:05:00,1215.0,3473.083333333333
34921,"['CC4694', 'CC1394', 'CC2594']",EIDW,EHAM,09:40:00,22:35:00,0 days 05:45:00,705.0,2199.75
34922,"['CC3897', 'CC1918', 'CC1198', 'CC2875']",EDDF,EDDF,06:05:00,23:05:00,0 days 07:20:00,0.0,1857.3333333333333
34923,"['CC1152', 'CC2398', 'CC1011', 'CC2773', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
34924,"['CC2654', 'CC3644', 'CC3056']",LFPG,EDDM,13:15:00,22:55:00,0 days 05:45:00,660.0,2154.75
34925,"['CC4920', 'CC2579', 'CC3473', 'CC1347', 'CC2875']",LPPT,EDDF,08:30:00,23:05:00,0 days 10:55:00,650.0,3327.9166666666665
34926,"['CC3621', 'CC1918', 'CC1463', 'CC2773']",EHAM,EHAM,06:20:00,18:15:00,0 days 07:00:00,0.0,1781.0
34927,"['CC2097', 'CC1551', 'CC2246', 'CC1527']",LFPG,LFPG,06:30:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
34928,"['CC3677', 'CC1940', 'CC1762', 'CC3540']",EHAM,LFPG,07:40:00,22:35:00,0 days 07:15:00,1215.0,3053.25
34929,"['CC1435', 'CC2302', 'CC1601', 'CC2146', 'CC1125']",EGLL,LFPG,10:55:00,22:05:00,0 days 09:00:00,1215.0,3454.0
34930,"['CC4439', 'CC4200', 'CC4974', 'CC2875']",EDDM,EDDF,06:55:00,23:05:00,0 days 08:20:00,650.0,2736.333333333333
34931,"['CC3621', 'CC2032', 'CC1198', 'CC3149', 'CC4679']",EHAM,EGLL,06:20:00,20:55:00,0 days 09:40:00,785.0,3176.6666666666665
34932,"['CC1210', 'CC2175', 'CC1551', 'CC2146', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 08:30:00,1215.0,3339.5
34933,"['CC1152', 'CC2398', 'CC1551', 'CC2146']",EGLL,EGLL,06:50:00,19:50:00,0 days 07:00:00,0.0,1781.0
34934,"['CC2361', 'CC1247', 'CC2443', 'CC1814']",LFPG,EIDW,09:35:00,22:45:00,0 days 07:30:00,555.0,2450.5
34935,"['CC1638', 'CC2032', 'CC1247', 'CC2204', 'CC1527']",EGLL,LFPG,07:20:00,22:30:00,0 days 09:00:00,1215.0,3454.0
34936,"['CC1373', 'CC2002', 'CC1394']",EGLL,LFPG,10:40:00,16:50:00,0 days 05:20:00,1215.0,2614.333333333333
34937,"['CC2410', 'CC1435', 'CC2953']",LFPG,LEMD,07:25:00,21:50:00,0 days 06:35:00,555.0,2240.583333333333
34938,"['CC2410', 'CC1284', 'CC2724', 'CC3404', 'CC1874']",LFPG,EIDW,07:25:00,22:15:00,0 days 09:30:00,555.0,2908.5
34939,"['CC1210', 'CC2538', 'CC1247', 'CC2246', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
34940,"['CC1674', 'CC3741', 'CC2002', 'CC1527']",EGLL,LFPG,06:35:00,22:30:00,0 days 07:20:00,1215.0,3072.333333333333
34941,"['CC3897', 'CC2032', 'CC1551', 'CC2066', 'CC1347']",EDDF,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
34942,"['CC2097', 'CC1069', 'CC3087', 'CC4606']",LFPG,EDDT,06:30:00,20:25:00,0 days 07:55:00,555.0,2545.916666666667
34943,"['CC1152', 'CC2538', 'CC1011', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:45:00,555.0,2507.75
34944,"['CC2175', 'CC1463', 'CC2302', 'CC1031', 'CC2953']",LFPG,LEMD,08:25:00,21:50:00,0 days 09:55:00,555.0,3003.9166666666665
34945,"['CC3677', 'CC2277', 'CC1551', 'CC2806', 'CC3568']",EHAM,LFPG,07:40:00,20:50:00,0 days 08:55:00,1215.0,3434.916666666667
34946,"['CC3677', 'CC2849', 'CC3960', 'CC4519']",EHAM,EDDF,07:40:00,21:10:00,0 days 06:55:00,650.0,2411.916666666667
34947,"['CC3840', 'CC2332', 'CC1031']",EDDF,LFPG,08:45:00,17:45:00,0 days 05:30:00,1215.0,2652.5
34948,"['CC2097', 'CC1069', 'CC2302', 'CC1031', 'CC2627']",LFPG,EHAM,06:30:00,21:20:00,0 days 08:35:00,705.0,2848.583333333333
34949,"['CC3677', 'CC2486', 'CC1301', 'CC1975']",EHAM,EGLL,07:40:00,20:35:00,0 days 07:05:00,785.0,2585.083333333333
34950,"['CC3897', 'CC1918', 'CC1435', 'CC2246']",EDDF,EGLL,06:05:00,17:40:00,0 days 07:20:00,785.0,2642.333333333333
34951,"['CC3897', 'CC2654', 'CC3404', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 07:40:00,1215.0,3148.666666666667
34952,"['CC3621', 'CC1918', 'CC1463', 'CC2500', 'CC1527']",EHAM,LFPG,06:20:00,22:30:00,0 days 09:05:00,1215.0,3473.083333333333
34953,"['CC1210', 'CC3293', 'CC5070', 'CC3960', 'CC4314']",EGLL,LFPG,06:05:00,22:10:00,0 days 10:15:00,1215.0,3740.25
34954,"['CC1110', 'CC2538', 'CC1247', 'CC2066', 'CC1347']",EGLL,LFPG,06:50:00,20:20:00,0 days 08:50:00,1215.0,3415.833333333333
34955,"['CC2410', 'CC1373', 'CC2146', 'CC1490']",LFPG,LFPG,07:25:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
34956,"['CC3677', 'CC2277', 'CC1601', 'CC1975']",EHAM,EGLL,07:40:00,20:35:00,0 days 07:15:00,785.0,2623.25
34957,"['CC2398', 'CC1247', 'CC2443', 'CC1527']",LFPG,LFPG,09:25:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
34958,"['CC3293', 'CC5070', 'CC3960', 'CC4282']",LFPG,LFPG,09:15:00,22:15:00,0 days 08:25:00,0.0,2105.416666666667
34959,"['CC1152', 'CC2538', 'CC1011', 'CC2773', 'CC3718']",EGLL,LFPG,06:50:00,21:50:00,0 days 08:50:00,1215.0,3415.833333333333
34960,"['CC2097', 'CC1463', 'CC3056']",LFPG,EDDM,06:30:00,22:55:00,0 days 05:45:00,660.0,2154.75
34961,"['CC2277', 'CC1551', 'CC2594']",LFPG,EHAM,10:10:00,22:35:00,0 days 05:25:00,705.0,2123.416666666667
34962,"['CC3677', 'CC2277', 'CC1551', 'CC2066']",EHAM,EGLL,07:40:00,17:30:00,0 days 07:05:00,785.0,2585.083333333333
34963,"['CC1638', 'CC2302', 'CC1582', 'CC2875']",EGLL,EDDF,07:20:00,23:05:00,0 days 07:40:00,650.0,2583.666666666667
34964,"['CC2925', 'CC3977', 'CC4344', 'CC3191']",LFPG,ESSA,10:25:00,23:20:00,0 days 09:20:00,540.0,2855.333333333333
34965,"['CC3741', 'CC2002', 'CC1874']",EHAM,EIDW,10:20:00,22:15:00,0 days 05:35:00,555.0,2011.5833333333333
34966,"['CC1110', 'CC2398', 'CC1394', 'CC2146', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
34967,"['CC3897', 'CC2361', 'CC1301', 'CC2806', 'CC3718']",EDDF,LFPG,06:05:00,21:50:00,0 days 09:10:00,1215.0,3492.166666666667
34968,"['CC2097', 'CC1373', 'CC2246', 'CC1814']",LFPG,EIDW,06:30:00,22:45:00,0 days 07:30:00,555.0,2450.5
34969,"['CC2398', 'CC1247', 'CC1975']",LFPG,EGLL,09:25:00,20:35:00,0 days 05:10:00,785.0,2146.166666666667
34970,"['CC3621', 'CC2538', 'CC1011', 'CC2246', 'CC1347']",EHAM,LFPG,06:20:00,20:20:00,0 days 09:05:00,1215.0,3473.083333333333
34971,"['CC1210', 'CC2538', 'CC1762', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 07:30:00,1215.0,3110.5
34972,"['CC1210', 'CC2361', 'CC1198', 'CC2066', 'CC1347']",EGLL,LFPG,06:05:00,20:20:00,0 days 08:40:00,1215.0,3377.666666666667
34973,"['CC1069', 'CC2332', 'CC1394', 'CC2594']",EGLL,EHAM,08:55:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
34974,"['CC3621', 'CC2066']",EHAM,EGLL,06:20:00,17:30:00,0 days 03:25:00,785.0,1745.4166666666665
34975,"['CC3677', 'CC2032', 'CC1551', 'CC2443', 'CC1814']",EHAM,EIDW,07:40:00,22:45:00,0 days 09:15:00,555.0,2851.25
34976,"['CC3621', 'CC2302', 'CC1582', 'CC2875']",EHAM,EDDF,06:20:00,23:05:00,0 days 07:25:00,650.0,2526.416666666667
34977,"['CC1110', 'CC2398', 'CC1701']",EGLL,EHAM,06:50:00,21:35:00,0 days 05:35:00,705.0,2161.583333333333
34978,"['CC1110', 'CC2538', 'CC1301', 'CC2146', 'CC1527']",EGLL,LFPG,06:50:00,22:30:00,0 days 09:00:00,1215.0,3454.0
34979,"['CC4106', 'CC4404', 'CC3977', 'CC4519']",EDDF,EDDF,07:50:00,21:10:00,0 days 06:20:00,0.0,1628.3333333333333
34980,"['CC1069', 'CC1940', 'CC1601', 'CC2146', 'CC1125']",EGLL,LFPG,08:55:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
34981,"['CC3897', 'CC1918', 'CC1198', 'CC2443', 'CC1347']",EDDF,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
34982,"['CC1210', 'CC1918', 'CC1247', 'CC2443', 'CC1490']",EGLL,LFPG,06:05:00,22:20:00,0 days 08:40:00,1215.0,3377.666666666667
34983,"['CC1638', 'CC2032', 'CC1551', 'CC2443', 'CC1701']",EGLL,EHAM,07:20:00,21:35:00,0 days 09:25:00,705.0,3039.416666666667
34984,"['CC3621', 'CC2361', 'CC1551', 'CC2773', 'CC3568']",EHAM,LFPG,06:20:00,20:50:00,0 days 08:55:00,1215.0,3434.916666666667
34985,"['CC1152', 'CC2124', 'CC1031', 'CC2146', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 08:30:00,1215.0,3339.5
34986,"['CC2745', 'CC3741', 'CC2654', 'CC3597', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 09:15:00,660.0,2956.25
34987,"['CC1435', 'CC2246']",EGLL,EGLL,10:55:00,17:40:00,0 days 03:40:00,0.0,1017.6666666666666
34988,"['CC2332', 'CC1582', 'CC3056']",LFPG,EDDM,12:05:00,22:55:00,0 days 05:55:00,660.0,2192.916666666667
34989,"['CC3897', 'CC2277', 'CC1198', 'CC2066', 'CC1347']",EDDF,LFPG,06:05:00,20:20:00,0 days 09:00:00,1215.0,3454.0
34990,"['CC2538', 'CC1011', 'CC2697', 'CC3568']",LFPG,LFPG,09:30:00,20:50:00,0 days 07:10:00,0.0,1819.1666666666667
34991,"['CC1435', 'CC2697', 'CC3597']",EGLL,LFPG,10:55:00,19:25:00,0 days 05:20:00,1215.0,2614.333333333333
34992,"['CC1210', 'CC1918', 'CC1799']",EGLL,EIDW,06:05:00,14:00:00,0 days 05:30:00,555.0,1992.5
34993,"['CC3621', 'CC2032', 'CC1551', 'CC2443', 'CC1527']",EHAM,LFPG,06:20:00,22:30:00,0 days 08:55:00,1215.0,3434.916666666667
34994,"['CC1152', 'CC3087']",EGLL,EDDM,06:50:00,16:45:00,0 days 04:05:00,660.0,1773.0833333333335
34995,"['CC1110', 'CC2361', 'CC1011', 'CC2806', 'CC3540']",EGLL,LFPG,06:50:00,22:35:00,0 days 08:40:00,1215.0,3377.666666666667
34996,"['CC1110', 'CC2398', 'CC1247', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 07:10:00,650.0,2469.166666666667
34997,"['CC1638', 'CC2032', 'CC1011', 'CC2627']",EGLL,EHAM,07:20:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
34998,"['CC2654', 'CC3404', 'CC1874']",LFPG,EIDW,13:15:00,22:15:00,0 days 06:00:00,555.0,2107.0
34999,"['CC1069', 'CC2332', 'CC1394', 'CC2204', 'CC1125']",EGLL,LFPG,08:55:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
35000,"['CC2398', 'CC1198', 'CC2246', 'CC1347', 'CC2875']",LFPG,EDDF,09:25:00,23:05:00,0 days 09:10:00,650.0,2927.166666666667
35001,"['CC1210', 'CC2724', 'CC3644', 'CC3056']",EGLL,EDDM,06:05:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
35002,"['CC4920', 'CC2486', 'CC1394', 'CC2875']",LPPT,EDDF,08:30:00,23:05:00,0 days 08:55:00,650.0,2869.916666666667
35003,"['CC3621', 'CC2361', 'CC1551', 'CC2146', 'CC1490']",EHAM,LFPG,06:20:00,22:20:00,0 days 08:55:00,1215.0,3434.916666666667
35004,"['CC2097', 'CC1601', 'CC2146', 'CC1814']",LFPG,EIDW,06:30:00,22:45:00,0 days 07:30:00,555.0,2450.5
35005,"['CC3897', 'CC2398', 'CC1247', 'CC2146']",EDDF,EGLL,06:05:00,19:50:00,0 days 07:10:00,785.0,2604.166666666667
35006,"['CC1110', 'CC2204', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 05:40:00,555.0,2030.6666666666667
35007,"['CC3677', 'CC2724', 'CC3473', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 07:15:00,1215.0,3053.25
35008,"['CC3897', 'CC2032', 'CC1031', 'CC2953']",EDDF,LEMD,06:05:00,21:50:00,0 days 08:15:00,555.0,2622.25
35009,"['CC2538', 'CC1011', 'CC2443', 'CC1814']",LFPG,EIDW,09:30:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
35010,"['CC1638', 'CC2277', 'CC1394', 'CC2204', 'CC1874']",EGLL,EIDW,07:20:00,22:15:00,0 days 09:40:00,555.0,2946.6666666666665
35011,"['CC1284', 'CC2443', 'CC1814']",EGLL,EIDW,10:20:00,22:45:00,0 days 05:40:00,555.0,2030.6666666666667
35012,"['CC1110', 'CC1940', 'CC1601', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
35013,"['CC4694', 'CC1799', 'CC4781']",EIDW,LFPG,09:40:00,20:00:00,0 days 06:45:00,1215.0,2938.75
35014,"['CC2486', 'CC1394', 'CC2204', 'CC1874']",LFPG,EIDW,12:25:00,22:15:00,0 days 07:40:00,555.0,2488.666666666667
35015,"['CC1284', 'CC2486', 'CC1301', 'CC2146', 'CC1814']",EGLL,EIDW,10:20:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
35016,"['CC2097', 'CC1069', 'CC2002', 'CC1847']",LFPG,EIDW,06:30:00,18:55:00,0 days 07:10:00,555.0,2374.166666666667
35017,"['CC3778', 'CC2066', 'CC1125']",EHAM,LFPG,10:35:00,22:05:00,0 days 05:05:00,1215.0,2557.083333333333
35018,"['CC3621', 'CC3343', 'CC5181', 'CC2204', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 10:45:00,555.0,3194.75
35019,"['CC3621', 'CC2332', 'CC1301', 'CC3056']",EHAM,EDDM,06:20:00,22:55:00,0 days 07:40:00,660.0,2593.666666666667
35020,"['CC3677', 'CC2486', 'CC1301', 'CC2806']",EHAM,EHAM,07:40:00,18:40:00,0 days 07:10:00,0.0,1819.1666666666667
35021,"['CC2538', 'CC1011', 'CC2443', 'CC1874']",LFPG,EIDW,09:30:00,22:15:00,0 days 07:40:00,555.0,2488.666666666667
35022,"['CC1210', 'CC2032', 'CC1394', 'CC3056']",EGLL,EDDM,06:05:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
35023,"['CC3897', 'CC2361', 'CC1551', 'CC2246', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:20:00,1215.0,3530.333333333333
35024,"['CC1152', 'CC2894', 'CC3977', 'CC4344', 'CC2875']",EGLL,EDDF,06:50:00,23:05:00,0 days 09:40:00,650.0,3041.6666666666665
35025,"['CC3897', 'CC2032', 'CC1247', 'CC2066', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:05:00,705.0,2963.083333333333
35026,"['CC3897', 'CC2032', 'CC1301', 'CC2146', 'CC1814']",EDDF,EIDW,06:05:00,22:45:00,0 days 09:20:00,555.0,2870.333333333333
35027,"['CC1069', 'CC2332', 'CC1301', 'CC2146', 'CC1814']",EGLL,EIDW,08:55:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
35028,"['CC1551', 'CC2066', 'CC1701']",EGLL,EHAM,13:50:00,21:35:00,0 days 05:35:00,705.0,2161.583333333333
35029,"['CC2361', 'CC1551', 'CC2146', 'CC1490']",LFPG,LFPG,09:35:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
35030,"['CC2410', 'CC1799', 'CC4781', 'CC2875']",LFPG,EDDF,07:25:00,23:05:00,0 days 08:25:00,650.0,2755.416666666667
35031,"['CC3621', 'CC2361', 'CC1394', 'CC2146']",EHAM,EGLL,06:20:00,19:50:00,0 days 07:05:00,785.0,2585.083333333333
35032,"['CC2410', 'CC1284', 'CC2486', 'CC1762']",LFPG,EHAM,07:25:00,19:35:00,0 days 07:25:00,705.0,2581.416666666667
35033,"['CC3778', 'CC2002', 'CC1527']",EHAM,LFPG,10:35:00,22:30:00,0 days 05:15:00,1215.0,2595.25
35034,"['CC1638', 'CC2486', 'CC1301', 'CC2806', 'CC3568']",EGLL,LFPG,07:20:00,20:50:00,0 days 09:10:00,1215.0,3492.166666666667
35035,"['CC1110', 'CC2724', 'CC3404', 'CC1347', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 09:05:00,705.0,2963.083333333333
35036,"['CC2745', 'CC3778', 'CC2002', 'CC1762']",LFPG,EHAM,07:30:00,19:35:00,0 days 07:15:00,705.0,2543.25
35037,"['CC1110', 'CC2032', 'CC1011', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:25:00,555.0,2431.416666666667
35038,"['CC2277', 'CC1551', 'CC2806', 'CC3718']",LFPG,LFPG,10:10:00,21:50:00,0 days 07:10:00,0.0,1819.1666666666667
35039,"['CC1638', 'CC2579', 'CC3434', 'CC1701']",EGLL,EHAM,07:20:00,21:35:00,0 days 07:55:00,705.0,2695.916666666667
35040,"['CC1674', 'CC3741', 'CC2724', 'CC3473', 'CC1701']",EGLL,EHAM,06:35:00,21:35:00,0 days 09:45:00,705.0,3115.75
35041,"['CC2032', 'CC1011', 'CC2066', 'CC1814']",LFPG,EIDW,10:40:00,22:45:00,0 days 07:10:00,555.0,2374.166666666667
35042,"['CC2745', 'CC3509', 'CC1031', 'CC3056']",LFPG,EDDM,07:30:00,22:55:00,0 days 07:45:00,660.0,2612.75
35043,"['CC3741', 'CC2002', 'CC1031', 'CC2146', 'CC1490']",EHAM,LFPG,10:20:00,22:20:00,0 days 08:35:00,1215.0,3358.583333333333
35044,"['CC2175', 'CC1198', 'CC2697', 'CC3644', 'CC2594']",LFPG,EHAM,08:25:00,22:35:00,0 days 08:35:00,705.0,2848.583333333333
35045,"['CC1210', 'CC2002', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 05:00:00,1215.0,2538.0
35046,"['CC3840', 'CC2654', 'CC3434', 'CC1701']",EDDF,EHAM,08:45:00,21:35:00,0 days 07:55:00,705.0,2695.916666666667
35047,"['CC3897', 'CC1918', 'CC1011', 'CC2773', 'CC3540']",EDDF,LFPG,06:05:00,22:35:00,0 days 08:50:00,1215.0,3415.833333333333
35048,"['CC1674', 'CC3741', 'CC2146', 'CC1814']",EGLL,EIDW,06:35:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
35049,"['CC1152', 'CC2724', 'CC3568']",EGLL,LFPG,06:50:00,20:50:00,0 days 05:10:00,1215.0,2576.166666666667
35050,"['CC3621', 'CC2032', 'CC1247', 'CC2246', 'CC1874']",EHAM,EIDW,06:20:00,22:15:00,0 days 09:05:00,555.0,2813.083333333333
35051,"['CC4215', 'CC2953']",LEMD,LEMD,13:20:00,21:50:00,0 days 05:50:00,0.0,1513.8333333333333
35052,"['CC1110', 'CC2398', 'CC1551', 'CC2066', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
35053,"['CC1638', 'CC2032', 'CC1701']",EGLL,EHAM,07:20:00,21:35:00,0 days 05:45:00,705.0,2199.75
35054,"['CC2175', 'CC1463', 'CC3087', 'CC4606']",LFPG,EDDT,08:25:00,20:25:00,0 days 08:05:00,555.0,2584.083333333333
35055,"['CC1069', 'CC2302', 'CC1490']",EGLL,LFPG,08:55:00,22:20:00,0 days 05:20:00,1215.0,2614.333333333333
35056,"['CC1918', 'CC1198', 'CC2146', 'CC1125']",LFPG,LFPG,08:50:00,22:05:00,0 days 06:40:00,0.0,1704.6666666666667
35057,"['CC3677', 'CC2277', 'CC1011', 'CC2697', 'CC3644']",EHAM,LFPG,07:40:00,19:45:00,0 days 08:45:00,1215.0,3396.75
35058,"['CC1152', 'CC2277', 'CC1301', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
